id,AREA_SQKM,Long,Lat,Age_0_4_yr_M,Age_0_4_yr_F,Age_5_14_yr_M,Age_5_14_yr_F,Age_15_19_yr_M,Age_15_19_yr_F,Age_20_24_yr_M,Age_20_24_yr_F,Age_25_34_yr_M,Age_25_34_yr_F,Age_35_44_yr_M,Age_35_44_yr_F,Age_45_54_yr_M,Age_45_54_yr_F,Age_55_64_yr_M,Age_55_64_yr_F,Age_65_74_yr_M,Age_65_74_yr_F,Age_75_84_yr_M,Age_75_84_yr_F,Age_85ov_M,Age_85ov_F,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Australian_citizen_M,Australian_citizen_F,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Median_mortgage_repay_monthly,Median_Tot_prsnl_inc_weekly,Median_Tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_Tot_hhd_inc_weekly,Average_household_size,Total_Total,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,Tot_Indigenous_M,Tot_Indigenous_F,Tot_Non_Indigenous_M,Tot_Non_Indigenous_F,Tot_Indig_status_ns_M,Tot_Indig_status_ns_F,SEO_Males,SEO_Females,Buddhism_M,Buddhism_F,Christianity_Tot_M,Christianity_Tot_F,Hinduism_M,Hinduism_F,Islam_M,Islam_F,Judaism_M,Judaism_F,Other_Religions_Tot_M,Other_Religions_Tot_F,No_Religion_M,No_Religion_F,M_Tot_Volunteer,M_Tot_N_a_volunteer,F_Tot_Volunteer,F_Tot_N_a_volunteer,Total_PDs_Dwellings,Total_PDs_Persons,O_OR_Total,O_MTG_Total,R_Tot_Total,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Tot_LF_M,lfs_Tot_LF_F,M_PGrad_Deg_Total,M_BachDeg_Total,F_PGrad_Deg_Total,F_BachDeg_Total,STATE,Infant_Mort,Accidental_Mort,Old_Age_M,Old_Age_F,Density,Stay_at_home,Aboriginal,Foreign,Unemp,Marriage_Prob,Male_Ratio,Dist_Major_City,Imp_State,AUS_MORT_DTH
364,76.94624475,150.6128114,-35.10342004,393,386,818,808,383,345,251,262,476,531,640,769,772,821,860,902,850,897,515,567,134,231,5685,6171,407,346,305,348,12,3,3,3,320,354,4928,5315,801,855,5577,6021,211,221,5543,5959,1103,1360,5545,5956,312,369,1387,380,873,1.1,739,2.4,12180,2565,204,470,246,1392,2584,217,600,691,1233,320,354,5471,5878,301,285,5576,6022,36,36,4077,4653,0,0,6,4,3,4,6,18,1343,1249,656,3744,908,3959,6883,11504,2095,1459,1135,269,194,2281,2077,34,174,39,288,NSW,0.063957307,0.042118227,0.123060504,0.139151137,156.2615369,0.540021345,0.055332075,0.171414498,0.038010016,0.19932682,0.973473953,79.66571458,NotImp,0.516041916
365,326.9491777,145.7873882,-17.05924629,302,302,717,640,313,292,179,171,396,459,603,649,612,596,474,420,277,255,143,121,40,80,3772,3817,285,168,331,335,76,82,62,60,469,477,3348,3230,442,521,3615,3517,213,261,3624,3548,1008,1243,3674,3698,309,283,1735,564,1367,1.1,1201,2.8,7963,1496,99,239,63,1144,1505,102,230,227,980,469,475,3341,3283,246,228,3613,3518,19,41,2477,2599,0,0,10,9,0,0,47,51,1052,891,473,2284,656,2148,2958,7372,800,1087,711,131,110,2076,1799,33,152,41,291,QLD,0.07585081,0.043953284,0.05775992,0.057257659,24.2812013,0.515067805,0.11878453,0.180436966,0.030261175,0.120542441,1.063171691,1375.648903,Imp,-0.152585618
366,3.445325406,115.8124495,-31.90571542,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,4,5,3,0,0,0,3,0,0,0,700,1375,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,4,3,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,WA,0,0,0,0.75,0.67486623,1,0,3.5,0,0,1,6.784611535,NotImp,-0.46042447
367,9643.759584,138.6181521,-32.70745581,128,129,332,308,167,145,88,70,181,226,251,298,468,441,490,442,377,335,200,194,61,96,2494,2492,251,192,74,86,7,12,4,8,85,106,2358,2296,241,248,2570,2516,54,57,2546,2481,495,660,2454,2423,438,269,700,390,913,1.1,716,2.2,5581,1215,97,254,89,630,1218,66,206,285,475,86,104,2532,2443,127,137,2568,2518,11,13,1652,1770,0,0,7,9,0,0,11,9,734,593,754,1311,871,1207,2941,4876,1195,592,371,67,51,1250,1076,11,74,15,181,SA,0.046049095,0.028310339,0.114295951,0.111967037,0.578656207,0.491400932,0.034217126,0.107488355,0.021139377,0.178609817,1.048948375,246.9845137,Imp,-0.047909705
368,26.18200358,153.3313178,-28.05321453,190,164,585,518,295,295,222,181,272,270,452,549,625,698,506,529,327,287,149,149,46,118,3487,3645,182,113,19,16,4,3,3,0,26,19,2521,2521,886,938,3194,3214,227,263,3078,3128,1331,1498,3343,3468,222,257,2167,553,1556,1.1,1455,3,7289,1664,47,203,71,908,1688,70,286,240,796,24,19,3391,3444,255,293,3192,3215,39,58,2360,2556,12,16,5,5,3,7,11,15,834,694,453,2146,651,2115,2403,6814,774,1183,257,141,105,1977,1794,65,275,68,389,QLD,0.048566333,0.055288791,0.071604938,0.075994513,268.1553616,0.524965706,0.00617284,0.317421125,0.033744856,0.125788752,1.025433203,10.08912448,Imp,-0.084385476
369,11.49292617,144.7439977,-37.74005807,1357,1317,2227,2133,772,770,722,746,2287,2617,2479,2592,1487,1454,881,917,375,381,154,258,45,97,12496,13012,291,269,39,33,6,5,0,0,45,38,7159,7340,5049,5331,6532,6661,5734,6094,10677,10991,5288,6049,12290,12773,445,449,2000,683,1660,1.1,1584,3.1,25957,5589,224,445,95,2852,5612,377,696,464,2686,45,39,12193,12748,548,497,6531,6661,651,745,8011,8648,432,398,842,828,8,7,169,157,1819,1622,856,7759,1104,8148,8570,25062,1327,5077,1394,375,401,7254,6164,375,1294,307,1768,VIC,0.103016527,0.056555072,0.022112644,0.028353494,2077.735804,0.512481701,0.003197473,0.855535866,0.029894445,0.088643193,1.019861211,20.95760265,NotImp,-0.03925702
370,17.02452682,146.7709416,-19.25816011,207,194,358,354,201,216,340,267,547,613,470,449,483,454,427,353,240,216,132,132,31,42,3215,3138,222,152,224,238,67,66,48,42,339,346,2533,2484,492,478,2838,2746,216,236,2798,2734,1191,1224,2950,2953,520,322,1733,625,1359,1.1,1017,2.1,6747,843,112,348,86,1485,829,130,373,200,1212,339,346,2736,2658,362,286,2838,2746,32,39,1976,2080,6,3,6,3,3,3,15,22,836,704,395,2055,516,1914,3069,5904,493,688,1471,112,98,1804,1589,62,227,72,370,QLD,0.059433822,0.089965911,0.059721399,0.057794902,374.3232799,0.497925311,0.101511559,0.210729105,0.031120332,0.185091879,1.136243386,1113.632585,Imp,-0.226870165
371,624.7093381,144.7635069,-37.350003,269,263,703,637,335,283,219,180,331,420,650,688,684,714,620,599,380,329,131,124,19,45,4086,4074,255,208,26,19,6,0,0,0,32,19,3676,3583,450,484,3972,3936,176,169,3975,3896,1201,1537,4015,3987,218,178,1599,576,1558,1.1,1351,2.8,8398,1858,100,239,58,1111,1894,101,299,194,893,31,23,4119,4056,189,203,3973,3936,10,23,2642,2840,0,0,9,13,5,3,8,10,1190,1002,702,2412,843,2295,3371,8001,1004,1492,371,78,86,2407,2019,71,240,63,402,VIC,0.063348416,0.047511312,0.06310275,0.059292773,13.42156731,0.515418502,0.006072151,0.152280033,0.019526134,0.117990237,1.058006337,54.52591384,NotImp,-0.232166395
372,1.912072448,151.2071132,-33.83912192,177,204,257,251,175,135,256,338,1258,1286,911,815,597,594,524,564,371,398,129,149,44,82,4432,4587,266,229,14,7,0,0,0,0,14,7,2264,2392,1889,1900,3147,3166,1024,1140,3141,3300,3195,3241,3871,4149,1143,835,2700,1271,2832,1.2,2508,1.9,9998,1844,120,337,45,1917,1814,112,407,201,1826,18,9,4151,4294,532,512,3148,3167,141,199,2103,2376,146,115,58,46,47,34,27,29,1420,1331,723,2981,938,2925,4870,8019,970,825,2346,124,114,3088,2772,652,1468,557,1410,NSW,0.038107622,0.059411882,0.054405441,0.062906291,3433.293703,0.485348535,0.00210021,0.595359536,0.02380238,0.122212221,1.049118107,3.154062325,NotImp,-0.124330205
373,3.964383858,147.1260937,-41.45363778,112,132,254,248,130,138,129,136,272,257,282,329,291,311,234,270,140,151,64,98,20,32,1804,1976,125,125,35,31,0,0,0,0,35,31,1624,1795,233,231,1777,1936,94,100,1792,1934,715,789,1800,1977,56,70,1350,595,1464,1.1,1125,2.3,3904,758,35,148,34,589,759,71,241,113,537,33,34,1840,2007,55,60,1778,1936,13,21,1052,1306,3,3,13,4,3,3,5,12,670,610,322,1148,429,1218,1822,3776,544,627,430,55,46,1135,1084,58,224,64,345,TAS,0.0625,0.067879098,0.057362356,0.071959027,786.4017191,0.538028169,0.016901408,0.168501921,0.025864277,0.164404609,0.980172852,445.0246022,NotImp,-0.31054225
374,11840.24692,149.9195632,-26.40349129,134,128,283,274,104,96,111,101,199,211,272,251,271,241,262,221,195,197,92,75,33,49,1793,1686,162,158,47,56,3,4,3,7,53,67,1722,1632,88,102,1807,1723,36,29,1770,1679,474,585,1709,1637,563,172,1000,522,1089,1.1,930,2.4,4081,852,44,133,51,463,835,41,96,142,329,53,68,1772,1687,132,88,1807,1723,5,6,1478,1491,3,0,0,3,0,0,3,3,270,208,442,954,525,806,1749,3344,550,303,453,22,20,1102,889,5,56,7,165,QLD,0.064199951,0.051948052,0.078392945,0.078637923,0.344642758,0.452719255,0.029397354,0.062469378,0.010289074,0.124203822,1.121559633,329.7786524,Imp,-0.249085553
375,11.6996838,145.0793252,-37.95034498,320,322,492,442,232,171,244,235,503,526,716,719,557,522,376,438,283,272,224,270,81,106,3871,3889,156,134,3,18,3,0,0,0,6,18,2494,2454,1291,1369,2716,2695,1088,1163,3368,3405,1833,1934,3679,3786,393,299,2119,628,1751,1.1,1424,2.6,8158,1713,83,225,81,1112,1673,113,303,291,878,10,14,3803,3857,215,152,2718,2694,96,117,2188,2374,72,65,45,40,140,161,31,36,1021,902,415,2519,559,2474,3104,7465,1015,1118,638,90,80,2166,1914,139,527,128,653,VIC,0.078695759,0.058715371,0.072067655,0.079421498,642.3781982,0.495771541,0.002941537,0.601911999,0.020835887,0.134330188,1.063077329,18.25419237,NotImp,0.027830307
376,901.2094972,140.8150978,-34.18259234,131,146,376,317,178,187,154,77,200,236,370,374,437,380,368,348,218,171,77,72,15,24,2410,2225,115,107,33,30,0,0,0,0,33,30,2090,1945,270,273,2055,1955,346,294,2313,2154,479,604,2354,2213,171,105,1170,504,1186,1.1,982,2.6,4843,1107,49,164,46,654,1121,51,125,128,441,33,29,2357,2212,134,91,2056,1955,16,13,1414,1443,3,0,35,25,0,0,60,43,721,600,398,1466,441,1304,1994,4568,673,732,314,66,42,1410,1156,13,63,13,103,SA,0.057195953,0.047697708,0.063996697,0.055119736,5.367932853,0.483071841,0.01300578,0.244219653,0.022295623,0.116226259,1.118794326,219.1559579,Imp,-0.320870468
377,30.38486828,144.8365185,-37.67642235,3,4,5,8,3,8,5,4,12,14,14,6,16,10,8,10,0,6,3,3,0,0,60,63,9,9,0,0,0,0,0,0,0,0,24,38,15,12,28,44,12,4,29,46,22,20,24,32,285,159,2167,735,2250,1.2,733,3.5,500,34,0,0,0,23,32,0,4,8,16,0,0,42,48,29,21,27,44,0,0,25,31,3,0,3,0,0,0,0,0,10,15,6,24,7,34,24,54,7,3,9,3,3,30,29,6,6,3,9,VIC,0.014,0.018,0.005988024,0.017964072,15.93124418,0.143712575,0,0.085828343,0.011976048,0.023952096,0.985714286,18.93717845,NotImp,-0.458741534
378,4.566024134,115.989045,-32.13644929,514,438,808,718,348,375,365,454,912,921,644,623,499,551,303,317,136,122,50,83,15,20,4340,4484,254,139,145,133,0,4,3,3,148,140,3125,3170,1139,1172,3839,3877,457,498,3726,3818,1154,1434,4216,4364,243,218,1863,691,1545,1.1,1439,2.9,9042,1492,91,226,33,1432,1506,141,337,134,1350,148,139,4141,4233,307,250,3839,3877,38,60,2333,2586,34,40,67,70,0,3,26,28,1483,1344,337,2649,451,2743,3115,8578,368,1832,693,95,133,2558,2191,22,143,26,235,WA,0.105286441,0.090577306,0.022227137,0.024881124,1624.498885,0.52394117,0.031847838,0.361163331,0.025212872,0.106380626,1.101942912,23.83839307,NotImp,-0.333228827
379,10473.88312,149.4073706,-31.35512118,268,258,612,514,254,236,156,162,311,361,449,462,567,548,627,618,496,445,283,314,77,156,3750,3762,350,312,388,398,0,6,11,3,399,407,3603,3582,219,234,3787,3789,85,80,3777,3749,789,1030,3712,3678,337,317,867,381,877,1.1,690,2.4,8043,1636,124,328,135,996,1617,113,313,434,823,401,406,3465,3475,233,193,3787,3788,13,16,2958,3117,3,4,5,4,0,0,15,16,669,575,862,2014,1054,1944,3875,7388,1490,725,786,148,87,1790,1533,27,135,40,283,NSW,0.065398483,0.039537486,0.106414719,0.113749378,0.76783673,0.511188463,0.100198906,0.076827449,0.029214321,0.179885629,1.04778942,326.2593807,NotImp,0.123437542
380,18.75626417,150.8546129,-34.41920412,630,632,1329,1197,697,646,955,739,1186,1153,1323,1373,1178,1250,1065,1241,833,834,567,647,158,250,9463,9610,457,353,103,124,3,3,3,5,109,132,7080,7249,2384,2292,7502,7734,2010,1862,8488,8729,4154,4080,9338,9435,397,458,2011,514,1626,1.1,1258,2.7,19625,4285,155,412,190,2915,4280,211,657,722,2266,107,134,9399,9416,412,414,7503,7734,137,180,6486,7159,71,48,235,199,4,5,48,60,2151,1662,1465,5976,1816,5814,7576,18773,3023,2239,1611,337,274,4949,4398,601,1146,455,1340,NSW,0.064305732,0.086318471,0.07938449,0.088199327,993.3558204,0.512942016,0.012279629,0.435544686,0.031132172,0.119586263,1.075563747,3.590377881,NotImp,0.643820126
381,23.11350745,151.2229634,-23.88682173,513,529,915,847,407,362,423,393,894,857,899,865,766,702,514,449,197,214,96,147,23,31,5344,5149,301,248,172,175,15,20,31,23,218,218,4628,4472,665,635,5102,4899,226,262,4893,4776,1713,1844,5233,5051,416,296,2167,791,2159,1.1,1999,2.8,10994,2094,124,300,55,1643,2073,138,302,224,1281,219,218,5107,4922,320,254,5103,4899,24,39,3429,3564,29,25,23,14,0,4,14,24,1508,1230,684,3195,865,2899,3969,10285,687,1609,1265,84,119,3391,2523,51,305,35,470,QLD,0.09477897,0.074222303,0.028740337,0.035652569,455.9270369,0.495679854,0.039654388,0.162619372,0.018462938,0.103956344,1.128497202,437.4633914,Imp,-0.259637919
382,6.925871634,145.7360948,-16.90000308,293,235,561,513,218,210,173,188,401,460,623,705,645,662,542,495,285,303,167,189,68,113,3724,3883,252,191,112,132,69,90,61,54,242,276,2920,2901,765,928,3360,3433,333,413,3382,3445,1573,1737,3632,3800,252,260,1729,695,1518,1.1,1202,2.3,7945,1376,90,318,84,1254,1390,124,419,279,1115,244,276,3464,3578,268,218,3360,3433,50,89,2219,2441,6,8,12,16,4,5,35,31,1141,1027,601,2220,796,2238,3520,7432,967,1039,1079,128,104,2209,2113,112,412,132,607,QLD,0.066456891,0.045437382,0.065441732,0.076138938,1002.413409,0.520387616,0.065190033,0.306946892,0.02919708,0.165366222,1.023160062,1393.609614,Imp,-0.022740541
383,12.89820888,145.2484024,-38.10184819,490,465,729,695,309,314,289,310,820,871,717,703,506,484,282,292,123,154,68,83,8,32,4241,4304,99,101,27,24,5,7,3,3,35,34,2810,2846,1354,1357,3093,3106,1084,1141,3471,3465,1146,1409,4214,4212,120,163,1647,587,1262,1.1,1204,3,8711,1450,97,257,37,1277,1454,142,348,185,1119,34,36,4126,4180,181,186,3093,3105,134,160,2310,2522,180,163,174,133,0,3,74,78,1041,951,223,2637,370,2622,2896,8426,310,1696,698,153,167,2428,1868,36,157,49,242,VIC,0.1096315,0.068763632,0.022842057,0.030876951,626.7714116,0.505394858,0.00792011,0.566574839,0.036730946,0.122359963,1.060332193,40.60265576,NotImp,-0.333144232
384,5.289130234,147.1622554,-41.46898923,121,117,221,201,131,139,112,108,265,254,232,238,222,235,186,212,139,176,121,186,57,140,1693,1909,113,98,55,44,6,3,0,3,61,50,1571,1726,175,210,1671,1873,82,84,1685,1860,452,527,1699,1883,58,106,1300,449,1063,1.1,791,2.2,3744,645,45,139,61,575,644,46,203,280,516,61,47,1699,1902,47,58,1671,1873,7,12,1083,1359,8,7,5,9,3,0,6,7,501,439,225,1157,241,1337,1789,3581,529,495,495,61,49,918,823,19,100,18,172,TAS,0.063568376,0.058760684,0.084646195,0.134045394,595.312843,0.539919893,0.029639519,0.147129506,0.029372497,0.206675567,0.951553449,447.8600875,NotImp,-0.06859807
385,10.54008758,144.784434,-37.88099141,579,595,1045,972,664,612,749,690,1447,1401,1390,1462,1383,1533,1059,1140,545,613,262,389,76,141,8930,9263,270,283,45,53,7,0,0,4,52,57,5569,5647,3136,3390,5455,5616,3325,3494,7706,7991,3434,3696,8756,8966,347,477,1500,528,1360,1.1,1228,2.7,18545,3696,229,502,134,3017,3694,322,741,639,2582,53,53,8714,9001,434,492,5456,5617,354,393,5557,6194,196,186,425,404,6,5,179,133,1712,1493,684,6254,945,6351,7096,17722,2411,2363,1677,346,289,5304,4362,205,723,187,945,VIC,0.063305473,0.077595039,0.047611345,0.06163054,1607.006869,0.514019196,0.005877278,0.71956217,0.034239189,0.138412596,1.03837905,17.37561729,NotImp,0.154259354
386,4.777979006,151.1051445,-33.91448623,904,820,1506,1391,786,657,1084,1015,2482,2417,1919,2143,1940,1907,1343,1317,814,869,551,600,150,204,13196,13096,281,245,50,60,3,5,3,4,56,69,4562,4277,7999,8197,2910,2538,9726,10046,9296,9238,6568,6408,12620,12632,857,761,1863,404,1030,1.4,980,2.8,26869,5902,292,771,172,3928,5848,359,1093,765,3068,56,68,12581,12508,840,766,2911,2538,1355,1643,6088,6339,890,684,767,671,0,5,235,155,2906,2714,762,9158,1050,8992,9543,25252,2381,2354,3886,583,537,6899,5374,629,1520,524,1626,NSW,0.064163162,0.078119766,0.056382583,0.062262747,4650.241888,0.497841459,0.004652028,1.338593227,0.041682173,0.128470413,1.093542106,10.75566395,NotImp,0.582447358
387,32.94324031,153.077001,-26.61129936,365,318,664,650,326,316,302,264,561,669,684,778,728,770,677,703,452,466,199,199,45,47,4705,4925,300,254,64,72,10,10,3,3,77,85,3811,3939,953,1018,4597,4766,195,229,4312,4502,1801,1967,4680,4931,614,481,1750,558,1212,1.1,1066,2.5,10707,1980,137,417,85,1357,2011,195,559,237,1208,75,89,4725,4903,203,188,4598,4767,55,82,2953,3314,12,9,23,7,9,8,9,16,1420,1242,644,3021,936,3018,4678,9609,1068,1227,1493,187,202,2613,2507,87,353,73,521,QLD,0.063790044,0.052862613,0.064998132,0.066492342,315.4383583,0.487952932,0.015128876,0.22366455,0.036327979,0.152222637,1.01749034,95.74255086,Imp,-0.116769776
388,119.5747519,138.5654189,-35.20261162,182,166,406,346,192,170,121,118,223,256,405,427,408,412,357,389,296,301,160,201,79,112,2643,2738,186,159,10,14,0,3,0,0,10,17,2129,2157,606,657,2671,2712,89,125,2540,2597,883,1073,2623,2717,132,149,1551,551,1422,1.1,1142,2.6,5620,1365,60,139,61,621,1367,57,224,227,507,8,18,2744,2814,77,66,2672,2712,7,20,1540,1773,0,0,0,0,0,0,3,12,1011,871,463,1675,590,1682,2382,5339,838,840,333,64,56,1522,1362,42,184,45,273,SA,0.061921708,0.04252669,0.095178794,0.109233233,46.61008969,0.520192137,0.004803416,0.262764633,0.021348514,0.136630493,1.017259978,30.63146217,Imp,-0.005084199
389,6.890518515,152.9758269,-27.56162998,261,301,416,383,213,182,250,255,573,600,537,527,424,381,319,309,221,257,110,182,59,158,3246,3378,137,157,30,40,3,4,3,3,36,47,2251,2270,910,1015,2544,2551,631,738,2788,2873,1605,1623,3090,3218,401,318,1950,668,1736,1.1,1494,2.7,7028,1302,78,199,62,1067,1318,72,240,304,918,35,44,3136,3254,213,238,2544,2551,161,166,1880,2195,40,33,101,98,0,0,18,24,835,650,548,1915,670,1892,2495,6307,738,854,709,89,91,1874,1670,142,470,123,569,QLD,0.079965851,0.071855435,0.055484422,0.084933845,890.6892477,0.500071134,0.011808223,0.468629962,0.025608195,0.135865699,1.031088083,11.11707346,Imp,-0.029892837
390,143.1876146,144.9731792,-35.52908923,231,222,447,450,254,232,158,165,290,310,397,467,457,507,530,485,359,388,251,304,78,138,3237,3467,216,202,136,105,5,9,3,0,144,114,2976,3210,215,210,3166,3396,84,86,3123,3350,729,897,3171,3355,285,267,1083,479,1165,1,856,2.2,7082,1370,120,251,108,928,1382,149,303,399,759,143,115,3122,3385,188,169,3167,3395,6,13,2348,2699,7,0,7,4,0,3,5,8,715,597,615,1838,854,1866,3361,6526,1100,880,790,76,70,1648,1520,30,134,26,238,NSW,0.063964982,0.045608585,0.097133983,0.117181985,49.11656262,0.519977411,0.036425244,0.084003953,0.020612735,0.187773542,0.985159817,254.0839166,NotImp,0.078636927
391,16.11723664,145.148633,-37.75404739,340,341,980,923,631,592,600,612,785,812,918,1069,1203,1395,1148,1274,876,789,370,410,124,291,7690,8263,284,246,9,7,0,0,0,0,9,7,4860,5089,2889,3145,4734,4863,3037,3417,7127,7503,4286,4406,7593,8057,221,354,2167,615,1961,1,1789,3,16224,4051,113,237,143,2109,4137,132,422,616,1939,9,6,7755,8257,208,246,4733,4865,235,319,5010,5533,104,134,266,291,49,59,107,112,1655,1486,1035,5283,1311,5505,5807,15652,2632,1972,605,202,190,4541,4110,528,1480,301,1561,VIC,0.041974852,0.074704142,0.084437596,0.09183359,947.8165398,0.526779661,0.000986133,0.769676425,0.024160247,0.102496148,1.009877169,17.60472964,NotImp,0.502290971
392,22.21174223,151.6783785,-33.01894138,479,501,1128,1088,630,588,473,457,794,841,1099,1151,1152,1201,1124,1193,801,824,507,656,143,315,7881,8469,449,346,173,207,0,5,3,0,176,212,7329,7660,645,724,7826,8208,219,279,7757,8161,2104,2364,7874,8340,260,384,1950,519,1451,1.1,1109,2.5,16860,3635,190,562,196,2141,3657,253,709,800,1806,177,213,7863,8282,289,320,7825,8209,38,46,5965,6688,19,17,28,20,3,3,20,24,1664,1431,926,5313,1204,5486,6913,16216,2503,2229,1464,227,190,4262,3802,114,498,100,731,NSW,0.058125741,0.055160142,0.08605658,0.106458692,726.3565066,0.528912876,0.023011684,0.110728901,0.024731629,0.160725936,0.996530685,103.9978983,NotImp,0.653068999
393,8.44140789,153.0339391,-27.31965464,595,586,1147,1128,648,674,605,602,1123,1131,1123,1316,1140,1183,968,1089,567,590,225,248,50,60,7852,8349,339,258,169,199,4,4,9,11,182,214,6132,6403,1698,1808,7035,7337,814,911,6980,7378,3194,3431,7762,8277,272,281,1950,658,1629,1.1,1511,2.8,16592,3430,181,418,105,2315,3491,266,664,366,2105,182,213,7671,8018,339,375,7035,7338,63,74,5426,6183,102,110,66,61,5,0,73,52,1741,1417,975,5052,1255,5217,5972,16037,1728,2391,1472,244,198,4741,4428,121,608,122,862,QLD,0.071178881,0.072745902,0.05074429,0.054119207,1757.365024,0.523594287,0.023865485,0.31525342,0.026637739,0.120532755,1.023107669,16.86185987,Imp,-0.040530246
394,2230.932071,145.269626,-16.19197625,245,203,457,403,178,163,125,134,275,314,465,488,519,490,425,354,245,248,122,102,24,30,2889,2779,191,151,326,344,25,23,51,60,402,427,2429,2279,396,440,2684,2552,177,197,2658,2544,809,979,2824,2754,548,542,1581,518,1165,1.1,926,2.4,6670,1010,88,242,79,955,1023,84,242,158,817,403,427,2466,2326,211,177,2684,2552,33,45,1744,1814,3,0,0,0,0,3,12,17,879,708,466,1643,602,1499,2762,5577,703,701,782,110,78,1512,1365,32,126,29,240,QLD,0.067166417,0.038830585,0.058611902,0.056962974,2.988442205,0.445210613,0.124269225,0.181382102,0.028181682,0.133862989,1.101573677,1486.708494,Imp,-0.264678641
395,80.80576313,144.3255476,-38.05373961,901,950,1885,1660,1092,1160,845,874,1455,1649,1629,1743,1681,1781,1424,1543,975,1019,557,705,107,210,12054,12833,496,460,204,250,19,19,3,4,226,273,9062,9715,2693,2843,9735,10455,2153,2279,10839,11590,2511,3024,11749,12532,814,658,1200,377,931,1.1,774,2.5,25754,3982,402,887,303,4194,3993,512,1193,1060,3930,226,272,11612,12418,712,606,9735,10455,213,199,7140,8337,37,19,274,245,0,11,66,69,3359,3158,975,7743,1431,8249,10529,24282,2930,2747,3652,583,535,5543,4706,75,291,65,435,VIC,0.071872331,0.066746913,0.063638129,0.075092215,314.8188956,0.517530577,0.019374879,0.387031644,0.043409047,0.169171035,1.010466146,61.95295337,NotImp,0.514164351
396,1038.853457,144.3097086,-37.63033101,179,159,421,369,216,167,130,106,245,260,366,426,470,466,411,392,239,221,87,117,37,63,2670,2618,132,127,25,13,0,0,3,0,28,13,2296,2275,350,360,2568,2542,103,115,2529,2519,691,912,2597,2569,176,119,1517,519,1343,1.1,1132,2.6,5464,1154,69,191,60,722,1156,67,215,172,609,32,10,2627,2639,142,96,2568,2541,7,21,1624,1756,4,3,4,0,10,4,13,11,810,698,456,1554,573,1494,2397,5164,739,944,271,62,57,1522,1262,36,133,38,249,VIC,0.061859444,0.043191801,0.06642269,0.073376029,5.25458656,0.503202196,0.007502287,0.169807868,0.021774931,0.141628545,1.060583112,61.00800801,NotImp,-0.206531722
397,2.927574205,153.0301828,-27.43422712,224,213,303,277,120,156,308,309,739,695,589,569,397,347,302,257,155,143,89,111,25,61,3107,3018,143,120,45,38,0,4,0,0,45,42,2341,2248,794,807,2699,2583,451,466,2715,2639,1896,1870,3049,2990,185,174,2383,806,2237,1.1,1644,2.3,6398,1007,77,221,33,1384,1007,63,233,160,1186,47,42,3091,3006,112,90,2700,2582,71,89,1733,1894,104,68,34,26,3,10,63,43,939,778,520,2067,655,1876,2865,6038,542,743,1261,108,82,2064,1907,201,668,192,721,QLD,0.068302595,0.096436386,0.042037818,0.049226442,1628.99532,0.493983435,0.013595874,0.393498984,0.029692139,0.122987967,1.148763251,4.143767024,Imp,-0.250159714
