id,AREA_SQKM,Long,Lat,Age_0_4_yr_M,Age_0_4_yr_F,Age_5_14_yr_M,Age_5_14_yr_F,Age_15_19_yr_M,Age_15_19_yr_F,Age_20_24_yr_M,Age_20_24_yr_F,Age_25_34_yr_M,Age_25_34_yr_F,Age_35_44_yr_M,Age_35_44_yr_F,Age_45_54_yr_M,Age_45_54_yr_F,Age_55_64_yr_M,Age_55_64_yr_F,Age_65_74_yr_M,Age_65_74_yr_F,Age_75_84_yr_M,Age_75_84_yr_F,Age_85ov_M,Age_85ov_F,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Australian_citizen_M,Australian_citizen_F,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Median_mortgage_repay_monthly,Median_Tot_prsnl_inc_weekly,Median_Tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_Tot_hhd_inc_weekly,Average_household_size,Total_Total,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,Tot_Indigenous_M,Tot_Indigenous_F,Tot_Non_Indigenous_M,Tot_Non_Indigenous_F,Tot_Indig_status_ns_M,Tot_Indig_status_ns_F,SEO_Males,SEO_Females,Buddhism_M,Buddhism_F,Christianity_Tot_M,Christianity_Tot_F,Hinduism_M,Hinduism_F,Islam_M,Islam_F,Judaism_M,Judaism_F,Other_Religions_Tot_M,Other_Religions_Tot_F,No_Religion_M,No_Religion_F,M_Tot_Volunteer,M_Tot_N_a_volunteer,F_Tot_Volunteer,F_Tot_N_a_volunteer,Total_PDs_Dwellings,Total_PDs_Persons,O_OR_Total,O_MTG_Total,R_Tot_Total,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Tot_LF_M,lfs_Tot_LF_F,M_PGrad_Deg_Total,M_BachDeg_Total,F_PGrad_Deg_Total,F_BachDeg_Total,DEATHS,Infant_Mort,Accidental_Mort,Old_Age_M,Old_Age_F,Density,Stay_at_home,Aboriginal,Foreign,Unemp,Marriage_Prob,Male_Ratio,Dist_Major_City,Imp_State,STATE,AUS_MORT_DTH
571,2.168041951,144.9776676,-37.76890342,216,224,286,278,117,125,333,473,1194,1317,719,746,412,486,272,320,188,275,171,199,50,75,3807,4325,152,194,22,18,0,0,3,5,25,23,2482,2838,1259,1442,2596,2955,1155,1348,3204,3672,2399,2875,3733,4242,188,192,2100,741,1931,1.1,1468,2.3,8354,1205,52,212,58,1929,1196,68,300,258,2191,27,23,3720,4258,213,235,2595,2956,109,129,1602,1978,102,61,104,83,11,19,32,30,1571,1771,580,2602,901,2817,3924,7975,935,934,1618,147,141,2513,2713,320,938,418,1247,41,0.423236515,1.38340249,0.455223881,3.339966833,8.254687306,0.286898839,0.042288557,7.122719735,2.20066335,4.102819237,0.710824418,5.182966421,NotImp,VIC,-0.122323643
572,24.79515283,115.8152806,-32.20739239,0,0,4,13,8,7,3,3,4,3,7,11,8,10,0,10,4,7,6,0,0,0,35,59,7,8,0,0,0,0,0,0,0,0,32,50,6,5,33,54,5,3,37,55,11,10,31,51,9,7,1202,492,579,1.1,1042,2.7,96,20,3,3,0,11,22,3,8,3,17,0,0,35,54,9,12,32,54,0,0,22,44,0,0,0,0,0,0,0,0,11,12,4,26,3,40,36,85,5,6,16,0,5,22,29,0,0,3,0,0,0.2,0.35,0.333333333,1.952380952,0.171210478,0.714285714,0,3.714285714,1.285714286,2,0.842105263,28.49345043,NotImp,WA,-0.458227842
573,6.623143673,153.1700181,-27.71054395,371,303,482,494,246,202,243,261,562,593,476,499,343,375,294,322,138,148,70,87,19,47,3136,3213,107,117,71,68,3,7,3,9,77,84,2324,2342,736,794,2846,2861,251,287,2651,2730,1040,1171,3057,3068,159,243,1733,638,1409,1.1,1322,2.9,6525,1104,78,186,30,992,1106,124,279,154,870,77,83,3004,3073,163,173,2846,2862,31,36,1966,2165,15,14,33,27,0,3,12,20,865,748,303,1929,404,1975,2278,6125,332,937,800,115,111,1795,1558,24,139,34,236,39,0.711050725,0.745471014,0.25520362,2.918552036,7.16092541,0.202714932,0.151131222,5.952941176,1.724886878,2.27239819,0.611417034,30.29942828,Imp,QLD,-0.290719114
574,4.090805626,149.1492387,-35.33569838,188,166,332,314,155,154,180,169,377,430,442,474,412,449,300,281,156,169,102,170,68,183,2566,2832,147,127,72,70,0,3,4,4,76,77,1925,2116,670,726,2085,2319,515,541,2383,2599,1445,1596,2491,2686,292,252,2210,969,2502,1.1,1837,2.3,5720,945,67,171,70,946,914,71,276,310,906,78,77,2554,2798,79,86,2086,2318,62,83,1391,1625,38,36,58,45,6,15,30,34,881,883,428,1642,549,1790,2483,5179,561,669,958,70,52,1546,1532,279,522,262,620,76,0.526984127,0.577777778,0.55179704,2.89217759,6.293738203,0.289640592,0.165961945,6.062367865,1.689217759,2.83192389,0.627704709,6.255527202,Imp,ACT,0.005876205
575,73.69991393,150.9440423,-33.99145419,833,786,1652,1564,754,687,834,602,1513,1512,1638,1754,1356,1283,762,673,318,384,185,250,63,144,9577,9434,333,204,151,153,8,0,3,0,162,153,6888,6571,2680,2764,6971,6592,2627,2767,8919,8600,4021,4117,9013,9164,978,439,2231,795,2012,1.1,1901,3.1,19595,4106,177,363,106,2673,4140,196,532,421,1999,158,156,9417,9187,333,297,6971,6591,184,243,6665,6830,594,618,359,335,5,3,59,63,1473,1071,1044,6002,1224,5742,6062,18175,1199,2982,1514,194,233,5912,4816,346,943,300,1273,122,0.593765222,0.515099854,0.189432676,2.392257122,27.02310626,0.130752374,0.079376674,5.215729243,1.496225956,1.483808132,0.562368728,27.90260717,NotImp,NSW,0.046619149
576,796.8528275,144.2458576,-36.84330682,196,173,504,494,218,268,123,129,210,225,421,466,568,576,493,463,283,213,78,69,18,17,2934,2949,177,146,31,23,3,0,0,0,34,23,2735,2719,230,218,2946,2920,53,55,2898,2862,835,1087,2914,2922,87,105,1517,571,1433,1.1,1319,2.8,6029,1482,62,184,43,635,1479,64,169,90,627,37,20,2952,2948,123,124,2947,2920,25,15,1754,1859,0,4,0,0,3,3,8,9,1019,925,554,1702,623,1649,2288,5832,846,1015,178,59,62,1700,1512,54,214,58,322,14,0.456815115,0.228744939,0.201618341,2.043155765,10.2033891,0.217801753,0.04045853,4.124747134,1.188132165,1.178691841,0.548307038,125.2051426,NotImp,VIC,-0.308991323
577,6.795792557,130.8752973,-12.43181511,79,85,117,135,79,73,131,109,285,283,251,194,224,204,170,133,43,30,10,10,0,5,1260,1192,130,69,30,33,0,0,4,3,34,36,965,912,290,276,1037,951,221,244,1131,1072,608,634,1214,1191,255,177,2500,1131,2560,1.1,2371,2.5,2838,473,35,111,7,567,476,26,106,26,402,35,37,1232,1157,124,67,1038,951,22,26,733,790,11,6,14,14,0,0,13,8,418,308,192,856,228,744,1091,2402,173,295,491,25,16,988,817,52,144,51,200,4,0.427061311,0.832980973,0.094936709,2.679324895,3.586721773,0.419831224,0.156118143,5.670886076,2.11814346,2.571729958,0.551618548,2619.854167,Imp,NT,-0.436955273
578,5.608637224,115.7890063,-31.894313,534,502,693,665,391,379,557,633,1653,1589,1159,1143,858,909,653,766,387,528,303,501,122,292,6868,7638,443,269,89,92,0,3,3,4,92,99,4536,5108,2230,2277,5827,6370,966,1066,5736,6502,3603,4030,6646,7311,432,515,2167,810,2086,1.1,1574,2.3,14906,2504,143,497,118,2818,2522,209,828,667,2513,90,101,6708,7326,512,480,5827,6369,105,153,3948,4877,115,96,70,58,14,24,43,45,2182,1902,829,4657,1206,4937,6976,13955,1562,2184,2342,170,163,4350,4121,274,1145,250,1477,109,0.477236422,0.912939297,0.527345309,2.911377246,21.44037423,0.284231537,0.07744511,5.950499002,1.801596806,2.970459082,0.659356237,9.200350383,NotImp,WA,0.432592554
579,6121.088078,141.3828678,-37.86632603,234,210,603,552,309,308,153,126,299,337,543,592,712,704,730,673,521,477,281,279,70,119,4140,4112,316,265,97,102,0,0,3,5,100,107,3950,3864,316,315,4245,4155,56,78,4152,4080,847,1199,4122,4020,197,224,1000,442,1122,1.1,865,2.4,8563,1981,129,302,141,1073,1989,95,299,387,836,102,108,4192,4111,162,158,4246,4154,16,17,2769,2867,3,0,3,4,0,3,4,15,1178,1042,1109,2252,1275,2076,4268,8144,1714,1093,528,111,86,2296,1919,21,122,31,297,86,0.410398788,0.214538112,0.441473259,2.265893037,13.91319075,0.293138244,0.105953582,4.434914228,1.201816347,1.532795156,0.542850056,314.4423894,NotImp,VIC,0.066317879
580,6896.642783,117.4711202,-31.71480456,150,124,288,259,151,80,75,74,173,215,223,231,327,280,293,258,200,187,112,137,31,64,1858,1782,166,125,156,191,0,0,0,0,156,191,1721,1572,199,257,1872,1771,62,74,1839,1713,525,523,1774,1714,209,125,800,459,1074,1.1,902,2.4,3823,844,54,129,51,509,838,48,110,171,357,155,191,1776,1661,92,57,1872,1772,5,9,1335,1386,0,0,0,0,5,0,0,6,478,360,511,945,576,852,1863,3486,689,344,395,50,35,994,762,0,60,7,130,31,0.488151659,0.292654028,0.459171598,2.368047337,7.124099093,0.344378698,0.410650888,4.783431953,1.217751479,1.570414201,0.536386625,154.7757747,NotImp,WA,-0.220543927
581,34793.79135,130.9068297,-14.02669691,121,101,201,160,87,75,80,84,141,150,135,123,112,86,86,81,45,35,17,7,0,0,953,849,71,53,627,627,0,3,3,3,630,633,915,836,52,38,563,432,402,438,941,850,160,160,895,838,487,221,1452,353,763,1.7,1083,3.5,2442,328,25,57,14,281,320,22,34,46,218,630,632,357,252,36,20,563,432,3,0,733,696,0,0,0,0,0,0,30,20,171,134,79,561,82,523,548,1733,66,18,332,56,37,442,325,0,24,4,42,12,0.920731707,0.68597561,0.127659574,2.948328267,2.486603619,0.376899696,3.848024316,6.018237082,1.455927052,1.975683891,0.525334886,2448.846781,Imp,NT,-0.444327834
582,4.763611117,149.2254522,-35.35104081,327,338,472,426,254,234,399,392,980,913,842,707,728,583,591,527,313,369,227,333,75,203,4943,4812,267,211,109,144,0,0,5,0,114,144,3578,3527,1205,1187,3885,3811,944,962,4361,4327,2063,2021,4679,4582,671,462,1733,749,1684,1.1,1266,2.1,10392,1620,209,488,105,1986,1597,142,477,512,1534,117,144,4711,4650,380,230,3885,3811,55,76,3111,3341,67,56,112,89,6,0,79,63,1156,958,564,3339,663,3219,4840,9263,1107,1387,1689,118,79,3060,2564,217,456,150,595,118,0.5,0.84691358,0.558297347,3.235657002,10.7837918,0.294879704,0.162245527,6.412708205,1.936458976,3.147439852,0.568117581,11.66291417,NotImp,NSW,0.143589072
583,7.295007335,138.5308021,-34.9461286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.597392892,Imp,SA,-0.460900538
584,11.67801962,151.2979406,-33.6862644,839,824,1443,1380,638,600,553,538,1106,1159,1677,1795,1486,1549,1292,1432,859,901,473,651,193,459,10090,10845,470,441,53,47,4,0,4,7,61,54,7746,8138,2369,2652,9242,9715,941,1151,9312,9918,4646,5010,9859,10382,517,766,2900,735,2042,1.1,1776,2.8,21524,4724,186,574,192,2606,4764,242,952,912,2212,60,55,10109,10823,391,408,9241,9716,113,160,6860,7921,34,31,33,24,25,28,37,48,2597,2209,1376,6372,1853,6622,7979,20241,2733,2964,1483,192,162,6017,5536,344,1269,353,1501,261,0.479889924,0.348010161,0.425608466,2.276402116,31.0181476,0.192804233,0.026031746,4.731640212,1.307724868,1.576296296,0.603475007,21.83409691,NotImp,NSW,0.948796329
585,2.146993603,144.9270679,-37.79433178,344,335,360,336,156,161,439,518,1365,1496,901,878,513,498,349,384,187,210,95,116,23,54,4532,4775,199,211,21,16,0,0,0,0,21,16,2984,3066,1453,1641,3271,3396,1176,1353,3783,3987,2885,3199,4425,4663,263,265,2167,920,2228,1.1,1718,2.2,9616,1362,93,229,49,2295,1373,110,351,202,2277,20,18,4432,4716,278,253,3271,3397,207,284,1915,2203,39,26,151,141,3,17,42,41,1853,1806,669,3043,947,3063,4622,9088,645,1357,2089,154,127,3042,3029,365,1199,418,1443,41,0.510279001,1.382525698,0.278796772,3.411592076,9.333429497,0.300807043,0.027146001,7.371973588,2.325018342,3.96404989,0.659872949,3.867409083,NotImp,VIC,-0.247794364
586,7.060370828,151.0120102,-33.79903733,727,629,945,873,681,480,884,837,2649,2428,1630,1473,1160,1191,807,839,453,465,269,380,138,336,10070,9709,273,221,159,75,4,0,3,0,166,75,4613,4268,4866,4972,4303,4206,4889,5070,7065,7095,5177,5261,8548,8899,2031,1092,1981,615,1478,1.2,1302,2.4,20571,3868,244,602,155,3805,3689,258,873,679,2929,164,78,9379,9227,798,627,4302,4206,348,444,4740,5202,783,681,771,690,17,15,290,242,1973,1756,900,6550,1166,6524,7914,17447,1136,2065,3936,349,355,5468,4729,777,1587,663,1754,194,0.406928645,0.901240951,0.305246834,2.707934867,25.44535787,0.127681571,0.06409925,5.533729646,1.505040062,2.337296459,0.582873577,19.5517051,NotImp,NSW,0.50739113
587,26.61433078,138.7390531,-34.76873774,260,243,669,628,393,394,306,305,443,494,614,730,766,881,548,576,332,410,163,183,30,61,4333,4723,191,180,22,13,3,3,0,0,25,16,3281,3491,1142,1258,4062,4324,377,460,4106,4391,1723,1893,4351,4693,64,121,1733,633,1735,1,1427,2.6,9228,2134,71,213,76,1100,2170,121,382,288,1072,27,15,4406,4746,92,142,4063,4324,27,37,2790,3253,32,29,23,40,3,3,22,22,1285,1188,578,2867,732,3118,3704,9046,974,1558,762,104,103,2652,2577,103,368,68,479,31,0.427366448,0.350515464,0.306323185,2.119906323,15.27132146,0.173770492,0.020608899,4.630444965,1.290398126,1.466510539,0.60147149,21.84227798,Imp,SA,-0.167569731
588,13728.3249,136.4704472,-33.39275701,151,134,288,269,108,91,120,79,211,190,258,271,318,297,372,293,226,202,121,147,32,72,2013,1870,193,174,20,18,0,3,0,0,20,21,2018,1824,87,111,2100,1932,17,23,2073,1886,468,596,1966,1834,217,191,802,514,1193,1.1,942,2.3,4209,1024,41,142,53,505,1016,39,109,200,278,22,19,2081,1931,102,94,2100,1931,3,9,1348,1361,0,0,4,4,0,0,3,0,645,494,733,914,751,770,2494,3797,795,403,370,32,20,1237,936,4,43,12,144,27,0.412109375,0.283203125,0.410731707,2.113170732,7.448873711,0.35804878,0.04,4.20195122,1.226341463,1.255609756,0.530204822,259.9006679,Imp,SA,-0.200408685
589,10.55468468,115.9099002,-31.88774565,667,622,1143,1036,664,585,762,703,1483,1479,1410,1398,1325,1325,1174,1273,887,927,504,577,133,223,9659,9788,493,359,94,136,3,3,10,11,107,150,5550,5498,4103,4221,6600,6551,3090,3240,8200,8296,3908,4027,9571,9737,310,279,1890,579,1410,1.1,1231,2.6,19897,4204,226,580,163,3171,4210,245,760,745,2528,106,150,9572,9607,474,391,6602,6550,492,562,5956,6524,165,128,370,344,56,63,117,91,2171,1790,899,6789,1186,6728,8328,19309,2891,2516,2019,269,230,5676,4747,192,844,155,1037,127,0.419838249,0.519980971,0.410701546,2.448513674,35.9593156,0.202615933,0.064209275,5.293935791,1.40451843,1.889892985,0.574566867,8.861775274,NotImp,WA,0.531454556
590,29.69419526,150.6209028,-33.7421032,588,616,1390,1244,693,634,559,524,943,913,1230,1348,1295,1462,1335,1361,714,765,294,373,84,134,8750,9090,376,284,110,112,5,5,3,0,118,117,7520,7794,1338,1339,8585,8747,330,441,8459,8744,3858,4083,8764,9127,167,135,2000,695,1971,1.1,1685,2.8,18195,4159,151,421,164,2254,4170,208,668,520,1951,117,117,8775,9034,233,224,8585,8745,70,80,6021,6702,17,10,9,19,12,15,44,53,2282,1921,1642,5209,2026,5191,6822,17891,2556,2860,978,206,159,5191,4738,411,1179,393,1509,69,0.482327483,0.352729021,0.305769231,2.194230769,27.43025482,0.158653846,0.058413462,4.525,1.286057692,1.437019231,0.573508718,55.9180471,NotImp,NSW,0.196421792
591,6.325574851,151.1058102,-33.85435342,666,583,1180,1164,550,561,561,536,1176,1234,1422,1564,1405,1532,1168,1266,792,845,478,521,126,252,9192,9774,331,285,36,40,0,3,0,0,36,43,5937,6259,3071,3283,5761,5892,3318,3724,8160,8704,4622,4837,8880,9470,482,495,2600,736,2169,1.1,1898,2.7,19329,4562,144,409,174,2389,4611,195,633,685,2184,39,41,9006,9538,480,478,5761,5893,226,311,6660,7338,169,165,119,114,23,18,40,41,1588,1403,1057,6075,1460,6270,7284,18350,2729,2289,1617,231,167,5321,4810,574,1467,489,1649,108,0.38645331,0.375274003,0.354591278,2.146833224,29.99227968,0.134998904,0.017313171,4.586456279,1.20271751,1.418803419,0.59602963,9.455950574,NotImp,NSW,0.518935685
592,7.921857706,147.3204436,-42.91694849,112,94,271,223,188,146,335,284,281,303,245,287,278,308,279,311,152,127,60,71,19,29,2070,2074,149,110,15,19,4,0,0,0,19,19,1591,1578,530,527,1825,1799,304,318,1866,1849,1299,1341,1996,2013,171,167,1800,610,1934,1.1,1377,2.5,4346,788,38,123,25,866,804,44,183,96,737,21,16,2103,2086,95,81,1826,1798,48,80,952,1072,18,16,28,25,3,5,14,16,919,805,505,1245,541,1234,1796,4007,579,546,479,83,52,1168,1141,202,427,157,539,7,0.46319797,0.717005076,0.287705957,2.723700887,5.31282122,0.328263625,0.053231939,5.74904943,1.54626109,2.57287706,0.560030785,601.4568488,NotImp,TAS,-0.32030108
593,77.73387714,148.8039992,-26.56317393,307,276,567,466,262,219,243,237,546,596,492,507,410,427,342,290,174,194,120,134,35,61,3156,3158,341,251,305,287,0,0,5,5,310,292,2795,2792,279,257,2942,2924,154,150,2882,2860,899,1102,2858,2903,876,584,1500,716,1629,1.1,1400,2.6,7221,1245,83,188,49,1061,1248,77,199,210,929,310,293,2773,2776,416,339,2942,2923,11,14,2424,2493,10,8,0,0,0,0,3,6,552,459,527,1741,649,1703,2573,5763,588,695,903,46,55,1878,1698,28,176,32,346,53,0.677108434,0.628915663,0.312199037,2.657303371,8.310859567,0.475120385,0.487158909,5.000802568,1.551364366,2.115569823,0.587211306,429.9707487,Imp,QLD,-0.206733703
594,3.895152453,153.4047947,-28.01110843,122,96,253,275,150,129,110,111,203,206,293,297,303,368,306,310,203,198,101,85,26,44,1971,2044,97,76,9,16,6,0,0,0,15,16,1382,1420,571,575,1747,1765,212,249,1711,1759,940,941,1937,1994,91,102,2383,637,1584,1,1401,2.6,4124,868,53,169,26,575,887,63,214,113,472,15,18,1939,1991,115,112,1748,1765,33,51,1381,1495,3,6,13,7,9,12,12,13,425,350,261,1292,315,1295,1691,3930,567,545,384,74,49,1164,1025,56,256,47,245,18,0.402073733,0.361751152,0.376294591,2.414269275,5.621587088,0.199079402,0.042577675,4.927502877,1.395857307,1.80552359,0.570083401,2.163092755,Imp,QLD,-0.264836101
595,7.245372588,151.7434398,-32.94726435,338,367,745,759,389,381,642,600,1006,953,901,879,944,990,822,760,471,507,279,392,97,174,6217,6401,419,361,69,81,3,0,0,3,72,84,5672,5785,701,753,6118,6227,302,356,6150,6274,3269,3234,6218,6381,221,223,2083,749,2136,1.1,1536,2.4,13042,2509,127,411,126,2379,2547,121,527,450,1995,73,80,6359,6498,202,186,6119,6227,70,82,4284,4738,20,24,23,18,6,16,18,17,1734,1452,1009,4266,1282,4073,5920,12597,1808,1639,1791,179,142,4024,3541,367,1127,267,1338,75,0.443204464,0.640095656,0.42749004,2.626693227,16.42623738,0.310756972,0.063346614,5.329482072,1.659760956,2.345816733,0.587591241,113.796374,NotImp,NSW,0.220834536
596,6.134615408,153.1671088,-27.44039965,424,391,798,778,399,385,364,320,665,743,965,967,957,972,766,748,407,465,281,426,98,208,5835,6181,288,222,106,124,11,6,7,12,124,142,4543,4720,1216,1343,5460,5691,335,418,5139,5429,2377,2532,5663,6035,320,312,2167,633,1667,1.1,1273,2.5,12326,2278,204,488,135,1797,2274,215,672,534,1537,123,142,5661,5966,339,297,5461,5689,59,91,3848,4392,21,24,12,13,3,5,30,40,1505,1297,787,3693,1172,3684,5164,11698,1372,1505,1769,196,171,3358,3005,179,565,145,782,98,0.521949078,0.432396839,0.482229048,2.726634489,14.77617384,0.223782361,0.12461606,5.42343133,1.548486178,2.26546731,0.588998252,14.57797807,Imp,QLD,0.258747232
597,3.596733056,145.1465399,-37.83935777,335,341,673,591,311,319,302,276,581,602,742,818,666,702,475,594,410,529,373,519,150,275,4843,5394,173,174,10,19,6,0,0,0,16,19,3350,3574,1425,1662,3463,3720,1333,1542,4289,4699,2299,2551,4740,5206,200,311,1972,545,1657,1.1,1275,2.6,10454,2299,64,207,145,1295,2302,109,420,573,1229,15,19,4773,5252,228,298,3462,3721,235,282,2794,3385,66,73,42,47,13,10,52,45,1340,1211,774,2907,1038,3174,4142,9944,1538,1319,806,118,95,2607,2407,256,747,217,897,123,0.441061331,0.37277077,0.575217391,2.333043478,15.73078639,0.150869565,0.017826087,4.763478261,1.174782609,1.682173913,0.62217751,16.33866801,NotImp,VIC,0.497773525
598,7.027325042,138.6107736,-34.78254033,540,542,955,1050,636,635,577,533,1083,1084,1005,1047,1070,1136,830,868,498,533,247,269,58,122,7221,7602,277,216,135,143,9,4,3,0,147,147,4848,5008,2289,2497,5006,5173,2214,2414,6512,6719,2151,2318,7218,7543,196,241,1394,426,1106,1.1,980,2.8,15199,2851,175,447,130,2399,2860,223,650,478,2014,147,147,7048,7423,304,248,5007,5173,597,656,3839,4363,125,126,214,214,0,4,41,54,2027,1752,570,4995,777,5058,5661,14760,1361,2325,1418,303,266,3822,3209,67,300,56,425,103,0.52507892,0.56681866,0.32398317,2.63884993,20.42106011,0.17286115,0.107293128,5.760518934,1.433380084,2.14516129,0.596961368,16.26995738,Imp,SA,0.043900755
599,259.1742016,146.7803679,-41.18381172,107,107,191,175,138,103,88,92,111,139,179,211,299,315,358,324,261,263,118,95,18,35,1720,1745,148,114,51,60,4,0,0,3,55,63,1540,1563,214,219,1741,1762,38,40,1696,1706,368,414,1697,1736,136,76,1050,380,902,1.1,732,2.2,3645,807,66,179,54,463,819,51,185,154,367,53,64,1724,1730,91,64,1740,1763,16,11,1042,1152,0,0,0,0,0,3,8,11,548,488,267,1155,353,1140,2223,3432,708,473,311,77,59,809,701,19,63,18,111,37,0.369268897,0.251548947,0.486386139,2.297029703,5.460806544,0.324257426,0.150990099,4.574257426,1.074257426,1.735148515,0.551468407,405.8095599,NotImp,TAS,-0.281659139
600,1648.841539,151.9330845,-26.70866779,277,289,607,636,284,236,149,158,327,391,515,529,621,674,834,877,737,618,270,244,71,67,4342,4430,349,290,144,141,9,4,8,14,161,159,3879,3838,551,648,4394,4408,79,128,4263,4296,884,1076,4314,4402,296,219,1083,354,789,1.1,679,2.4,9232,1975,168,482,125,1061,2008,172,472,365,781,161,159,4290,4363,241,198,4392,4410,34,47,2879,3074,0,7,0,4,0,3,26,38,1175,1050,608,2859,791,2715,4485,8714,1604,1090,855,182,110,1731,1460,21,120,14,237,62,0.453670886,0.24556962,0.4701417,2.369939271,12.91414482,0.323380567,0.170546559,4.773785425,0.931680162,1.662955466,0.559720081,137.247192,Imp,QLD,0.026742882
601,30.91338326,150.8501782,-33.99010072,560,533,1085,996,651,613,648,550,1109,1143,1077,1194,1324,1309,1045,1010,474,529,228,333,67,109,8061,8135,206,185,134,150,7,7,0,3,141,160,5154,5008,2744,2948,5431,5379,2503,2639,7103,7067,3035,3135,7803,7941,449,357,1800,562,1477,1.1,1293,2.8,16550,3431,189,460,127,2415,3425,235,638,504,1988,140,160,7795,7833,334,326,5429,5379,131,178,5436,5793,375,383,510,474,8,3,149,134,1054,849,863,5306,1083,5261,5886,15742,1687,2293,1464,299,270,4533,3739,224,703,198,885,74,0.471582629,0.483532498,0.282925408,2.434731935,22.59463928,0.113927739,0.08974359,5.280011655,1.399475524,1.786713287,0.567423777,35.63177275,NotImp,NSW,0.063563621
602,2106.638099,115.2554153,-34.03246486,124,123,276,238,109,108,60,57,182,207,333,287,361,357,387,385,249,231,120,137,38,67,1938,1952,300,244,23,18,0,0,0,0,23,18,1677,1628,398,442,2021,2009,64,85,1938,1928,706,843,1866,1915,218,230,1600,536,1210,1.1,948,2.3,4228,1036,53,166,39,546,1051,52,171,159,402,28,12,2067,2084,146,99,2021,2008,19,37,1113,1222,0,5,0,0,0,3,10,10,779,678,500,1158,595,1100,2838,3783,694,427,502,55,26,1175,1016,19,176,25,233,33,0.385135135,0.230694981,0.419479267,2.021215043,8.911412832,0.524590164,0.039537126,4.325940212,1.158148505,1.430086789,0.567407025,237.8696853,NotImp,WA,-0.188162078
603,4.820249701,152.8173731,-25.25700996,180,181,391,381,154,156,105,126,230,265,268,365,317,367,362,461,393,402,215,220,65,88,2500,2866,181,146,85,88,6,3,3,3,94,94,2120,2364,430,499,2495,2761,80,129,2414,2694,655,810,2447,2790,174,213,1517,391,876,1.1,774,2.4,5625,1210,80,182,65,578,1222,113,275,270,570,94,93,2480,2799,107,119,2494,2760,10,22,1720,2033,5,5,11,0,0,0,11,24,647,636,334,1608,474,1803,2395,5240,885,532,697,130,108,964,1002,28,117,14,230,87,0.472727273,0.294214876,0.58629232,2.295623452,7.866471621,0.270024773,0.162675475,4.572254335,0.885218827,1.601981833,0.63131419,247.0401095,Imp,QLD,-0.036937034
604,8.862053316,115.8501319,-32.15152256,600,534,760,722,328,287,392,432,1204,1312,979,912,595,586,325,346,164,164,93,119,25,65,5170,5307,296,172,36,51,5,0,0,3,41,54,3202,3213,2000,1999,4074,4065,1128,1154,4241,4246,2259,2533,5054,5165,214,256,2340,863,2127,1,1971,2.8,10688,2305,106,191,37,1467,2336,123,303,178,1283,43,51,5164,5180,260,248,4074,4065,133,141,3169,3443,83,86,96,92,3,6,43,57,1469,1247,415,3428,544,3420,3994,10218,519,2258,796,92,115,3364,2855,143,560,124,743,48,0.561388286,0.709761388,0.150910668,2.293148309,19.72612237,0.202948829,0.043365134,4.973113617,1.508673027,1.5,0.62035779,22.01798965,NotImp,WA,-0.231997742
